,label,score
424,"War battles. These often include the victory at Fort Wagner, South Carolina, where the th Regiment was first called to fight. This battle was also shown in the movie Glory. Glory helped both white Americans and African Americans learn about the heroes of the th Regiment. During the acted out ",5
437,its national director. Cesar registering voters at the office in the These photos show two situations the United Farm Workers fought against child labor left and the shorthand led hoe below. The shorthandled hoe forced farm workers to bend and stoop all day long. Working in this position often ,5
428,"She followed Dr. Spellbinder from a distance as he left the town and made his way into the hills. At last Dr. Spellbinder disappeared through the mouth of a cave. Peddler Polly followed him in and stopped in astonishment. The huge cave was filled with mechanisms and contraptions, all of ",5
401,ahead and answer them by typing inside the boxes. Just move the arrow inside a box and click once. Move to the next box by pressing . Click the box at the bottom of this page to send to Whootie Owl. Do you want to first see what other kids ,5
254,"money all coins you can have and still be unable to give change for one dollar Write to help explain your best thinking using words, numbers, or pictures. Answer nickels Six dollars were exchanged for nickels and dimes. The number of nickels was the same as the number of ",5
81,"So the farther they went, the angrier they were at the Zaksulis. At last they came upon some Zaksuli women gathering berries. Chubak called, You women We are coming to your village We won' leave a single man alive The women ran off to warn their men. Why did you ",5
423,"feet above the floor. SectA Content Matrix Artid On a camping trip, which is a want instead of a need A. water . food . camera . matches A SectA Content Linking Artid Exercise increases A. heart rate. . cholesterol. ",5
391,"only about two tablespoons of food a day.Their natural diet includes a variety of insects, worms,slugs,snails,and grubs.As pets they thrive on cat food,an occasional hard boiled egg,and small amounts of raw vegetables and fruits.Hedgehogs have poor eyesight and must depend on their senses of hearing and smell to nd their ",5
431,"jumpers need to go and where they are going to land. I probably should explain first that it was late August, and we were smack in the middle of peak fire season, Grandpa continued. It hadn rained in over a month, the temperatures were averaging ninety degrees daily, and we ",5
4,"the government had one dollar worth of gold in a bank. This system was called the gold standard, because it ensured that every dollar represented its face value, or the number printed on it, in gold. Back then, you could trade your dollars for the same amount of gold at ",5
279,"in agony and then slowly fell asleep, his eyes blurred as he blacked out. When Jack woke up, he was in a laboratory surrounded by an army of robots and the mysterious man. Then he saw a dark shadow. It was a mad scientist who had a ",5
28,"Use table knife to spread one side of each piece of toast with peanut butter, butter, or mayonnaise. Put slices of bacon on one piece of toast. Put the other slices of bacon on another piece of toast. Top bacon with tomato slices and rest of toast, plain ",5
243,"the Spanish conquest. The team leader wanted a skilled potter to make complete vessels based on the broken pieces. So he asked Maria to take on the job. Maria and Julian recreated the pots by looking at the broken pieces, and they were done in a style called polychrome, which ",5
460,"words, numbers, or pictures. Answer th day Fred is a magician who loves flowers. He has part of a field planted with flowers that keeps doubling in size every day. From the time that the first flower appears until the field is covered takes about days. On what day ",5
90,many pennies did each child get Which computation can be used to solve the problem above A. . . . Sect Content Linking ArtID .tbl The table below shows how many miles four students walked during a two day ,5
470,"gave pencils to other students in the afternoon. How many pencils did he start with Write to help explain your best thinking using words, numbers, or pictures. Answer girls got cents, girl got cents, and the dog owner saved cents The four girls washed the neighbor' ",5
236,"finished climbing the molehill, it crumbled and turned into dust. On the other side there was indeed someone waiting for Yoshi. But it wasn who he expected. It was Yoshi himself standing there, like an image in a mirror. However, his mirror image wasn dressed as a warrior, but ",5
188,"to California. I worried that hell forget about me. You two are the best of friends, Grandmother reminded him. A friendship like yours is for an eternity. You will be friends forever. I hope youre right, Kofi replied. Still, I like to give him something meaningful that will remind him ",5
248,"the supper and just bring your appetite. Tickets will go on sale June The money raised will be used to purchase musical instruments. Tickets for adult plates are .Child plates are . At the international supper townspeople will be entertained by a string quartet. Regina lvarez, Koji Ono, Jay Stein, ",5
429,"at .. Concerned citizens, please be there to make our streets safe again. Nell rez Letter Dear Editor I am years old and a sixth grader at Bowie Middle School. I study hard and get good grades in everything but music, and on the weekends I help my parents ",6
343,he was a pitcher on the university' baseball team during his freshman year. He graduated from Yale in with a degree in history. In he earned a Master' of Business Administration degree from Harvard University in Massachusetts. He also served as a pilot in the Texas Air National Guard for ,6
338,"and leadership. Others also expressed faith in her abilities and described her as strong and courageous. On her first day in her eighth floor office near the White House, Albright was asked if she was more excited or overwhelmed by the new job. She replied, Definitely more excited. I am ",6
128,"questions . A cat is a precision instrument a perfectly engineered hunting machine, designed for stealth, capture, and self defense. It has padded feet that make no sound and muscles of enormous power and bulk for its size. Its bones are attached at energy efficient angles that create a system ",6
63,"the English Scottish border. The Australian sheepdog was developed from several herding breeds, including the Border collie, which English settlers brought with them to Australia. These sheepdogs are still widely used in Australia, where many cattle and other livestock are raised in open fields. Doberman pinscher Some dogs are bred ",6
52,"that Stephens release from the prison in Richmond, Virginia, a Union officer of the same rank who most needed medical attention. Lincoln and Stephens had been friends. They had served together in Congress until the war had forced them to choose sides. Stephens was against the South seceding, but he ",6
361,Accords. The Accords were approved in May by percent of the people in Northern Ireland and percent of those in the Irish Republic. The Accords set up a National Assembly to allow Catholics and Protestants to govern Northern Ireland together. A North South Council will help improve relationships between Northern ,6
72,"talk about our lives and share the pictures that we are making. In that way the scenes in the arpilleras become more meaningful, Felipe mother had once explained to him. The pictures become fabric photos of our lives. Felipe smiled as he thought of his mother favorite arpillera, which hung ",6
101,"tug on my jacket. At first I thought it might be a bear, but then I could hear the sound of Coda breathing. I knew that I was too heavy for her to pull me entirely out, but if she could just help me to free a hand, maybe I ",6
398,"They argued that it was good only for tourism. The government sent crews to make a map of the area. They measured it and set boundaries. They made three trips in and A photographer, William Henry Jackson, and a famous painter, Thomas Moran, went along. The two brought back pictures ",6
29,"than years. Click here for a timeline of events in Pompeii Now, more than years later, we are learning more and more about the last days of Pompeii. What happened to Pompeii preserved a treasury of information about life in the ancient Roman Empire. You can begin your exploration of ",6
392,"tells him to prefer the standing position. In this position, he can escape from enemies quickly. When a horse lies down, his heavy bones press down on his muscles and block the flow of blood. This may cause his hips and upper legs to go to sleep. The gallons or ",6
372,"the bottom of the list she added, Buy birdhouse. The author compared cutting the rosebush to a making a list. buying a new house. fighting a battle. waking up early. An actual product container is used a to reduce manufacturing costs. because it cannot ",6
82,"slivers in their mouths. Wax chewing gum never became very popular. In the s, when former Mexican president Antonio Lpez de Santa Anna moved to New York, he took a large lump of chicle with him. In he met an inventor named Thomas Adams. Santa Anna convinced Adams to try ",6
378,cone is formed when lava explodes from a volcano and cools into small pieces of cinder. A cone forms as the erupting cinders collect and pile up around the vent. Cinder cone volcanoes do not get very large. This is because the eruption is not as large as that of ,6
384,"flooding like you can imagine. This storm swell came in at evening tide, she continued. My father herded us all upstairs where we watched the ocean from the big bay windows in Mother and Father bedroom. First the spray came across the road and began to wet the paint on ",6
383,Pact was an alliance created in between the Soviet Union and the communist countries it controlled. It was formed as a defense against a possible military attack by countries. The end of the Cold War erased the threat that had once separated countries and Warsaw Pact countries. When communist governments ,6
91,RatioGolden Rectanglegreater than greatest common factor HhexagonhistogramIIdentity Property of OneIdentity Property of Zeroindependent eventsindirect measurementinequalityintegersintersecting linesintervalinverse operationsisosceles triangleJKLlateral faceleast common denominator least common multiple less than lineline graphline plotline of symmetryline segmentline symmetrylower extremelower quartileMmap scalemathematical probabilitymeanmeasure of central tendencymedianmetric systemmixed numbermodemultiplemultiple bar graphmultiple line graphNnegative integersnetnetworknumeratornumerical expressionOobtuse angleobtuse triangleoctagonoppositesordered ,6
119,"'Arc Vallon Pont 'Arc One interesting thing you can learn about life in the past is what kinds of animals were present. Some of the same kinds of animals in cave paintings still live near where they were painted. Some live elsewhere in the world. Some are extinct, or not ",6
471,"come to the museum on Street, because no one else is available to check out the crime scene of a robbery I hung up and guessed that my vacation was over Scrambling out of bed, I raced over to my dresser, grabbed a blue shirt and a pair of black ",6
40,"gather plants or ani mals in shallow water. Other marine biologists need to go deeper into the ocean to study plant and animal life. For this type of study, they need scuba diving equipment that allows them to see, breathe and move underwater. When new forms of plant and animal ",6
208,"metal bunks, one above the other. Winston and his mother and father found themselves a place on the floor, and near them an old man and an old woman were sitting side by side on a bunk. The old man had on a decent dark suit and a black cloth ",6
275,"like as a cartouche. Hatshepsut Akhenaton Rameses Hieroglyphics can be used to represent words in several different ways. In one way, the hieroglyphic symbol equals a whole word. In another way, a hieroglyphic symbol equals a letter or an alphabet. Hieroglyphics were often used as alphabet letters to spell out ",6
177,"while everyone was watching television. By the time Lydia bedtime arrived, she was feeling very ashamed. Marcie had not said anything about Lydia behavior, but she looked hurt. Over the next few days, Lydia was not able to find a good opportunity to apologize to her sister. When Marcie friends ",6
171,enter the contest. Take color photographs of interesting images in and around our city. You may submit up to four photos one for each division listed below. Examples are presented for each classification. Paste each photo onto a four inch by six inch index card. Write your name and ,6
307,"I closed my eyes and recalled the words of Sir Walter Raleigh, There falleth over it a mighty river which toucheth no part of the side of the mountain... . Then I peeked over the edge. All at once, I was aware of the loud crashing, and I saw the ",6
263,"he came. I did it for a couple of reasons. To begin with, that was the handiest and coolest place we had for hanging meat. On top of that, I was looking for a good excuse to get rid of that dog. I figured if he stole more of our ",6
154,"When the final count is in, the electors who pledged to vote for the candidate with the most votes are all sent to the electoral college. That means that when the count is finished, the candidate who received the most votes in a state gets of the electoral votes for ",6
17,"will we see the night animals Where are they He does not stop to answer, and his shadow in front of me moves quickly. I imagine that Grandfather is a bear or a moose travelling these woods in the dark. Yet he moves too swiftly and silently for either of ",6
317,"followed the scouts. They rode to the crest of a great hill. They could see for miles from that point. The air was still and calm. Finally the silence was broken by a low, faint rumble. It sounded like distant thunder. Waneta and the others knew this could only be ",6
5,"the hole actually was. Some of them took a wild guess and tried to jump it however, we knew from much experience that they would not make it. By the time most of the students managed to get to the other side of the ditch, their clothes were dripping with ",6
189,"could visit one of the beaches along Lake Michigan or go to the stockyards to watch cattle coming in from the West. I I i . , , , , ii ,,,, ,, I Before the fire, Chicago was an enormous, ",6
216,out of stirrups. The high heels of the boots kept the cowboys feet firmly hooked into the stirrups. A rope was used to catch horses and cows or to haul a wagon out of mud. Foods were dried or salted so they wouldn spoil on long drives. Although cattle were ,6
322,"These women ended up riveting, welding, and handling other work that had previously been done by men. The women made a big impact, even though they were only four percent of the skilled industrial workers during the war years. During this time, companies offered child care to convince homemakers to ",6
225,"should protect the freedoms of those living in Hong Kong. They continue to have freedom of speech, travel, and religion. They can also own property and choose the type of work they do. Communist governments normally do not allow such freedoms. When protection by the Basic Law ends, new laws ",6
137,"in the fight against poverty. He has also toured Africa twice as a spokesperson for , one of the world largest organizations working to end poverty. Mutombo is a shining example of an immigrant who has used his good fortune and opportunities to give something back to his country and ",6
146,"from the English that we use today. They told the class of their dangerous journey and how they had triumphed over the angry sea. After inspecting the ship, Cory was astounded that the ship was able to complete the voyage from England. How did all those people live on this ",6
83,"than all of you, added Mrs. McKenzie. Then she blinked away her tears and said briskly, Now, let' cut that wonderful cake. It was raining hard when Mrs. McKenzie put on her coat to go home. Oh, Mama, said Tasha. I wish you didn' have to go back to that ",7
226,and homespun remedies to keep deer out of my garden. But nothing has worked so well as my latest contraption. To build it I used a double socket light fixture equipped with a motion detector that automatically turns it on and off. I also used a bright light bulb labeled ,7
30,to which the writer demonstrates logical order coherence transitionsorganizational signals The degree to which the writer includes sentences that are varied in structure and length constructed effectively complete and correct The degree to which the writer exhibits correct and effective word choice ,7
167,possible error HhexagonhistogramhypotenuseIIdentity Property of OneIdentity Property of Zeroimageindirect measurementinequalityintegersinterestintersecting linesinverse operationsirrational numberisosceles triangleiterationiteration diagramJKLlateral facelateral surfaceleast common denominator least common multiple leglike termslineline plotline segmentline symmetrylinear equationlinear functionlower quartileMmarkupmathematical probabilitymeanmeasure of central tendencymedianmidpointmodemonomialMultiplication Property of Zeromultiplicative inverseNnatural numbersnegative correlationnegative integernegative slopenetnetworkno correlationnumerical expressionOobtuse angleobtuse triangleoctagonoppositesorder of operationsordered pairoriginoverestimatePparabolaparallel linesparallelogramPascal' ,7
102,"route and did my homework in the car. I started out in a combination class tap, jazz, and tumbling. I can' say that I loved it. I wasn' naturally good at it like some of the other girls, but I worked harder. Then Mrs. Martin came to Rutledge to teach ",7
264,money by teaching Music lessons selling compositions and by giving performances Van Gogh Personal Family blank Achievements Became famous after death life timeline Born in When worked in art gallery moved to paris moved to Arles a southern town of france July shot himself ,7
159,lichen Sect Content Linking Artid A snake coiled on a rock on a sunny day in Kentucky is probably A. hibernating. . seeking food. . shedding its skin. . seeking warmth. Sect Content Linking Artid A scientist notices that a living organism ,7
138,"you from getting in debt again. But if I should now clear you out, next year you will be just as deep in as ever. You say you would almost give your place in Heaven for or Then you value your place in Heaven very cheaply, for I am sure ",7
41,"horseback, some of them in green coats, all galloping as fast as they could. The old horse snorted and looked eagerly after them, and we young colts wanted to be galloping with them, but they were soon away in the fields lower down the dogs left off barking, and ran ",7
18,"length of time on the exchange and served to boost the day' sales to ,,shares, the second highest total on record. It was by long odds the worst break of the decline now in its sixth week and one of the worst the market has ever known. Chicago Tribune, October ",7
111,"I shall again write you or where I shall be tomorrow, I cannot tell A half hour after Mrs. Madison wagon carried her away, the president and Attorney General Richard Rush rode up to the White House. They rested for an hour, then decided they, too, must leave Washington. No ",7
120,"the holes increase in size and number, in a series of jerky steps until all that left is a network of thin strands. Each strand is made up of glue molecules that are tangled and coiled together like a plate full of spaghetti, so that pulling on one piece ",7
237,"adhere to the wall. Using sizing that has been tinted with pale blue will help you cover every inch of the white primer. Most wallpaper is sold in large double roll bolts. However, ordering is done by single roll increments of about fifteen feet long. Roll width varies as do ",7
6,crops are being grown . Where annual rainfall is low At which position in Earth' orbit are daylight and nighttime equal A. . . . White dwarfs are hot stars that produce very little light. In which zone would a white dwarf be found A. Zone . Zone . Zone ,7
53,engine' efficiency and a more efficient engine is a cooler one. That is why it is important to check the oil level once a week to make sure it doesn' run low and to change the oil and the oil filter frequently. Most auto makers recommend that the oil and ,7
129,"quality counts. A higher quality brush produces a smooth paint finish with less effort. A higher quality brush, if cleaned and stored properly, is also more likely to last longer than a cheap brush. A I did not choose because Now answer questions about the story. Fill in the circle ",7
209,"to remember It was still very complicated. Daedalus, How did you feel when you saw your son drown in the sea A Well obviously I was very sad. I felt as if it was all my fault because I was day dreaming when I could have been warning him. ",7
217,"degrees of angles and circles like a ruler measures inches or straight lines. Find the small hole along the straight edge of your protractor. Lay the protractor on top of the dial plate with Using a ruler, draw lines from the gnomon hole to each of the dots. These ",8
280,"Everglades National Park, she longed for the mountains in upstate New York. Eventually she decided to buy several acres of land and build a log cabin on the shore of Black Bear Lake, a remote body of water in the Adirondacks. Over the years, however, more and more weekend and ",8
84,"to change his life and allow things other than financial success to be his measure of worth. He decided to use his hard earned influence to serve the public. Concerned about the environment, Ted Turner established the Better World Society in The purpose of this organization was to produce documentaries ",8
276,"like Antarctica. One of his goals is to stimulate international cooperation, environmen tal awareness and leadership training. He hoped this project would arouse interest in these subjects. In January the group of young people be tween the ages of and joined Swan for the Ant arctica journey. They represented different ",8
396,"the friend complained. Oh, said the student, I have found a very satisfactory answer to the problem. I eat my rice each day while the shopkeeper downstairs fries his fish. The smell comes up, and my humble rice seems to have much more flavor. It is really the smell, you ",8
269,"beginners titles include Sammy and Stella, Summer Horses, and Kimber House The Elmtown Girls adventure series .each or for . follow Jenny, Kim, and Sarah as they search for clues and avoid danger appropriate for ages Looking at the Earth .each great for learning geography and ",8
42,"to identify the day on which you would like to begin recording. If today is Wednesday and you would like the timed recording to begin on Thursday, press the set button once. Press the select button on the remote again. The time on the clock will flash , showing the ",8
202,is having a lottery. All five family members drop their own names into a hat. The first name pulled from the hat must do the dishes all week. What is the probability that Laura will have to do the dishes this week A. . . . How many liters of ,8
73,"answer these questions about what you have read. When Clover calls Gaten Daddy in this passage, it probably because a.she loves and respects him. .she is in school and he is her principal. .she wants to manipulate his emotions. .she is sad and feels sorry for him. .her teacher is ",8
54,"grade to the high school, we will be using our existing facilities more efficiently. We have little space on the junior high school grounds to add portable buildings, whereas there is ample room at the high school campus. While numbers must be considered in this important decision, we are convinced ",8
7,"ant nestmates and recruit them to follow the scent trail back to the newly discovered food. Every ant that follows the scent and feeds on whatever the first ant found will add more pheromone to the trail as it returns to the nest, making the scent even stronger and enticing ",8
64,she were trying to shake him down. I coming up there and pull you down by the ear if you don come this minute. I coming. He got up quickly and turned his papers face down on the table. He started for the ladder that led downstairs. Coming down from ,8
265,"Toward Evening Suddenly the sky turned gray, The day, Which had been bitter and chill, Grew intensely soft and still. Quietly From some invisible blossoming tree Millions of petals cool and white Drifted and blew, Lifted and flew, Fell with the falling night. Melville Cane Wind and Silver Greatly shining, ",8
210,"American teenagers, however. In a cultural shift that has caught public health authorities by surprise, the smoking rate among black teens, which once matched that of white teens, has dropped steadily since The percentage of black high school seniors who smoke daily is now just percent, compared with percent ",8
31,"tell if he was angry. It was maddening, sometimes, to play against him. Never less than candid, he said that what he liked best about himself on a tennis court was his demeanor What it is is controlled cool, in a way. Always have the situation under control, even if ",8
336,"sharply. It you, Sister Ozzie. The tall woman frowned. Now what you need, Evie told her, is something to highlight your eyes. Hold real still. The white haired lady began to smile. Carefully Evie rubbed a sponge tipped stick in the blue mascara and smeared it under Sister Ozzie eyebrows. ",8
288,"appeared out of the blue, hovered over the field for a moment, then landed on the yard line. As everyone gawked in silent disbe lief, a hatch opened and a long, sinuous tentacle slith ered out, twisting and turning, twisting and turning. At the end of the tentacle followed its ",8
190,"a seat and ask to be served at Woolworth' whites only lunch counter. You bet we were scared, remembered David Richmond. We didn' know what to expect. We figured we would be arrested. A black waitress demanded to know what the students were doing. You know you're supposed to eat ",8
308,"music remains pure. As in most occupations, the salary range varies widely according to the size and location of the radio station, the experience, and his or her popularity. Beginning DJs usually make about ,annually, but the most famous may negotiate contracts of ,,or more. These million dollar contracts ",8
112,"of the total. Nitrogen gases can come from natural sourcesvolcanoes, forest fires, and lightning, for example. Industries also produce some nitrogen gases. But motor vehicle exhauststailpipesare the source of most nitrogen oxides. Some acid forming materials fall to the earth close to their source. But large amounts of sulfur dioxide ",8
353,"heroes in England like Robin Hood. Robin Hood robbed the rich to help the poor. Supposedly a great hunter, Robin Hood led a free and romantic life in the forest. Robin Hood and his band of loyal men lived in Sherwood Forest. What is the direct object in the ",8
103,"knuckles like they were still sore. When my paw died, I could barely hold the feeling inside me. You helped me, Pinch. Just being there. Just knowing you didn expect me to say a single word. Telling me stories and giving me presents. You were a good friend. You still ",8
366,"dreams in the forest; you are no joke to carry even after weeks of short commons. There was nothing now to be done but to tighten the belts round their empty stomachs, and hoist their empty sacks and packs, and trudge along the track without any great hope of ever ",8
160,"foreign animals or plants may be taken into the continent. Although it is believed that Antarctica is rich in minerals, no one may dig for them there. There are even rules to protect the whales that live in the waters around the continent. The young explorers with Tandem One Step ",8
168,"have always been part of the scene in that corner of the world. In fact, one of the world' most active zones of volcanic activity cuts right across Iceland. That island nation is part of a largely submarine ridge that runs ten thousand miles from one end of the Atlantic ",8
172,"Sun ArtCodes REVE.ARI never knew a mountaintop Until I saw the sea Even more about the poor. They sang of those who wanted less And those who needed more. They sang about the fast and slow, The sturdy and the lame. But my favorite part, They sang from the heart ",8
147,"burglaries, muggings, fistfights while others are spare images of nature the orange groves and vineyards, the Kings River, the bogs, the Sequoias. I fell in love with the valley, both its ugliness and its beauty, and quietly wrote poems about it to share with others. . . . ",8
375,"talks with her after school. Susan had a driving ambition to learn things considered beyond a girl' capacity. The village schools in her hometown provided Susan with the basics in reading, spelling, and sewing, but her father recognized the need for a better education for his seven children. Daniel Anthony ",8
19,"crowd for Rita, but she wasn' there. On a stool sat Garikayi, the chief. Next to him sat a man Tendai had not seen before. The man had a hard, bitter face and bloodshot eyes. He wore many charms, and he grasped a walking stick carved in the shape of ",8
178,on the rock where the nose was to be carved. The pointing machine consisted of a horizontal beam secured to the top of the egg shaped rock and a steel weight known as a plumb bob suspended from the beam by a steel wire. The plumb bob was lowered to ,8
293,"Sahoo walked up to the whale. This whale is pretty weak, he said. Well have to wait for the tide to rise. Then maybe it will be able to swim back to the bay and find its mother. How will it find its way back asked Karen. Well have to ",8
92,"For one thing, in the second half of the thirteenth century there were long periods of cold, and very little rain fellor else it came at the wrong time of year. Scientists know this from examining the wood used in the cliff dwellings. The growth rings in trees show good ",8
130,"a triplet and was so small when she was born that she would fit into a quart cup; about Grace, who died from riding a trotting horse too hard, which wasn good for girls; and about the time Lida cut off Anna Louise curls and said, Now they won say ",8
184,most likely reason that Sam is on the mountain A. He was looking for his friend Clete. . He was running away from his problems. . He was looking for the creek. . He got lost while he was hiking. What is the most likely thing that Sam will ,8
121,"my grief, but I cannotLove is too much for me. Love led me hereLove, a god well known to us who dwell on earth. And here, too, he is familiar if the story of yourselves is true. For you, too, King and Queen, were brought together by Love. I implore ",8
310,"slipped, and landed with a thud on the muddy ground. Masami winced. He knew what that felt like, though he wouldn admit it to strangers. Less than half an hour later, Masami had to admit that he was impressed. Don, though still struggling with the complicated gear, was obviously no ",8
32,"grief. Those things that most often survive time are the museum pieces or the obscure documents that now collect dust on library shelves. In contrast, those things that were genuinely used were generally used up. And those persons not born to nobility had little time or inclination to record the ",9
43,"Why did the company keep the name, Three Musketeers A To maintain sales To generate new advertising To promote classical literature To py i That February seemed interminable a whole month of fog. With voluminous snow on the ground and temperatures near freezing day after day, the ",9
148,"the next canvas and worked on that. This technique led to another problem the weather or season might change as he worked on a group of paintings. When spring came to a river scene whose late winter gloom Monet had begun to capture on canvas, he hired laborers to pluck ",9
218,lonely and want to die. People also kill themselves because they have no spark or fun in their life and all they have is the same old schedule and same routine. This Poem reminds me of my life in two ways. My dad had a good lawyer friend who was ,9
249,"the surface. So even though he had wealth, popularity, looks, education, manners, etcetera, he was missing that imperative something that caused him to take his own life. The metaphor in this poem is in the phrase and he glittered when he walked. I think this refers to his riches, and ",9
20,"learned how to speak. Usually, someone was considered an adult at age However, when the printing press was invented, the idea of childhood came about. Now, in order to become an adult, one would have to learn how to read. People would read the Bible in order to know God, ",9
332,"long time. Then she counted out the money in the Little Bank. There was not enough. She pursed her lips. We do not, she reminded us gently, want to have to go to the Bank. We all shook our heads. I will work in Dillon grocery after school, Nels volunteered. ",9
55,a part time assistant. He was an enormous inspiration to me. I was in awe of his mechanical ingenuity and his devotion to experimental science. Physics was a way of life for him. It is said that many scientific discoveries are made by accident. Was your discovery an accident The ,9
104,"writing. These different categories are called genres. Look for clues that reveal the genre of a passage. Start by looking closely at setting length structure fact or fiction narrative voice author purpose Strategies Genre Criteria Genre ly Speaking That day, Rufus DeWitt was to ",9
191,"eyes roll into a cross eyed position and sat there for a few minutes until he did the same thing again. He led a monotonous life. After doing everything we wanted there, we went upstairs to see the Wall of Fame. The stairs were carpeted and at the top was ",9
85,"ereaddatagradeohkamicogrmiracle.txt Watching a Miracle in Motion We crawled onto the jutting slope to watch a miracle. A canoe parked midway under the bridge to join us in the experience. Cars rambled above us, changing lanes I had not noticed the sting. Minutes passed before we could stand again on our ",9
65,to see George Washington Carver. We marched the five miles or so from the station to the college. None of us had ever seen the institute. And we had not imagined that there existed a hospital staffed by black doctors and nurses like the veterans facility at Tuskegee. Visiting Dr. ,9
203,critics felt about Monet art at the beginning of his career They questioned the value of his art. They strove to imitate his style. They were suspicious of his motives. They recognized his great potential. Monet tendency to work on several paintings in quick succession shows that he was probably ,9
8,primitive hunters surrounded the herds with fires or drove them off a cliff. But Martin theory is not the only one. Others hypothesize that a sudden and dramatic climate change was responsible. Still more believe the invading animals bore with them deadly diseases. Such was the circumstance much later with ,9
192,"last minute. If this happens this year, there will be a total of people entered. How many singles matches will have to be played . If you use all four tables, as often as possible, how long will the tournament last, given the original group of entrants Source Math Forum ",10
131,"to another, his name became known throughout the world. Christiaan Barnard was born in Beaufort West, South Africa, in His family had little money, so he had to work his way through medical school. He was always fascinated with the human heart. The young medical student would handle a three ",10
93,"a layer of gravel must be laid on all athletic fields before top soil is added to give adequate drainage. Our gravel supplier says taht each truck load contains cubic yards of gravel, at a cost of per cubic yard delivered. Calculate how many truckloads of gravel we should order ",10
394,"a clear and forceful argument. For Number choose the sentence that is complete and written correctly. Another trick makes an enormous elephant seem to disappeared into thin air. Another trick makes an enormous elephant seems to disappear into thin air. October Elmo Pet Emporium Cortez Court Abingdon Virginia, Dear ",10
44,"edict which prevented chaos was the following proclamation by Mayor . . Schmitz The Federal Troops, the members of the Regular Police Force, and all Special Police Officers have been authorized to kill any and all persons found engaged in looting or in the commission of any other crime. I ",10
139,"his background were family, culture, and tradition . . . the age of chivalry transplanted to a New World which was making its own legends and its own myths. He embodied a way of life that had come down through the age of knighthood and the English country squire. America ",10
33,"hours prior to departure. Their problem is how to get from their home to the airport in New York, a distance of miles. They are considering two options renting a car, or using a limousine service. Here is what they have found out Car Rental Flat rate of .each ",10
74,"school, you noticed that all the clocks read and all were working. When you get home, all said different times. The wind up clock which was unaffected by the electricity read The analog electric clock, which stops running when you unplug it and starts up again when you plug ",10
66,"next miles the road would be descending at a grade. After miles, I noticed a second sign which indicated that for the next miles we would be descending at a grade. If we had been at ,feet above sea level when I noticed the first sign, how many ",10
105,"Objects Coordinate Grids Dimensional Grid Spherical Geometry Congruent, Symmetrical, or Similar Figures Transformations Geometric Relationships Strand .Probability Statistics Determine Probabilities Make Inferences and Predictions Question Type Multiple Choice or Short Answer Vocabulary probability, random, predict, ratio, percent, combinations, What are the chances of ..., How many different ways ",10
56,"as a Cloud by William Wordsworth. Read the two poems and answer the questions that follow. To Daffodils Robert Herrick Fair daffodils, we weep to see You haste away so soon As yet the early rising sun Has not attained his noon. St ay, ay, Until the hasting day Has ",10
21,YES .Have you ever driven a small bus or vanYES school bus NO commercialtour bus YES .Have you ever driven a small bus or vanYESXXNO school busYES commercialtour bus YES .Have you ever driven a small bus or vanYES school bus NO commercialtour bus YESXXNO .Have you ever driven a ,10
9,a swamp mist And falling out of heaven like soft dew. I gonna put some tall trees in it And the scent of pine needles And the smell of red clay after rain And long red necks And poppy colored faces And big brown arms And the field daisy eyes ,10
22,". early invading species like horseweed, aster, and broomsedge. . large pine trees with an understory of hardwood trees. According to the information in Figure a year old climax community would contain oak and hickory trees with a density of approximately ., trees per unit area. . ,trees per unit ",11
34,"direction of the Sun. The length in meters and direction of the shadow cast by the stick were measured one hour after sunrise Shadow A, at mid morning , at noon , at mid afternoon , and one hour before sunset on each of the three days. The ",11
10,you define cyberspace The information in this article would most A It is the realm of computer likely help readers to communication. It is the hardware that goes into making A learn about specific job openings in the computers. information technology field. It is the part of the computer in ,11
238,"tansu, they display a minimum of ironwork and rarely show locking drawers or doors. After modern techniques replaced the original handcrafted construction methods. Sand cast iron handles, for example, are common on furniture made from about to Traditional designs dragons, cherry blossoms and mythical personalities that were once etched by ",11
432,". and to explore the outdoor world. The packs zipper compartments could hold all manner of things keys, sweatbands, and candy bars. If too much exercise left me thirsty, I could reach into the special pocket for my wallet and buy something cold and refreshing. No question about ",11
231,"man in the seat with me and the two women across the aisle, to let him have those front seats. At his first request, didn any of us move. Then he spoke again and said, You better make it light on yourselves and let me have those seats. At this ",11
211,"the box' total surface area, in square inches . . . . . Lengths are shown in inches on the drawing of the rectangle below. What is the shaded area, in square inches A. . . . . Square below has a perimeter of inches. How many inches ",11
204,"singing, and said I didn' know you were here, young Copperfield for it was not the usual visiting room, and crossed by us on his way out. I am not sure whether it was in the pride of having such a friend as Steerforth, or in the desire to explain ",11
270,"Roberto Clementenames like these will echo through . . love that seems to occur during childhood . love like that of children . childlike love trumpet calls to storied battles fought A. . time like . time in which . time, which is like and won in ",11
196,"D. Habeas corpus Which Supreme Court case overturned Plessy . Ferguson Learning Standard B, A, B A. Brown . Board of Education B. Marbury . Madison C. Miranda . Arizona D. Tinker . Des Moines School District What was the purpose of the Fourteenth Amendment Learning Standard D, F, B ",11
281,"atm. At that pressure the gas occupied liter . The pressure of the helium was increased very slowly, by decreasing the volume, so that the gas remained at room temperature. The heat generated was released into the surrounding atmosphere. The pressure and the volume of the helium were recorded ",11
